dataset_base,imputed_file,original_file,method,n,rmse,nrmse,nrmse_mode,missing_rate
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_Mean_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,Mean,1227,23977884.56265352,0.06405335954944386,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_Mean_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,Mean,1227,30150127.290706396,0.08054158984571397,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_Mean_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,Mean,1227,36083038.9718682,0.09639048277434425,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_SVD_KNN_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,SVD_KNN,1227,16919808.050758794,0.04519875578477187,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_SVD_KNN_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,SVD_KNN,1227,25061140.734148476,0.06694711762287257,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_SVD_KNN_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,SVD_KNN,1227,33518551.852839395,0.0895398360850647,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_SVD_KNN_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,SVD_KNN,1227,40260980.5923285,0.10755123367764721,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_SVD_KNN_Hankel_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,SVD_KNN_Hankel,1227,15963193.633632915,0.04264330236058687,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_SVD_KNN_Hankel_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,SVD_KNN_Hankel,1227,24765625.619554847,0.06615769285781874,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_SVD_KNN_Hankel_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,SVD_KNN_Hankel,1227,31536839.920871433,0.08424598680615569,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_SVD_KNN_Hankel_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,SVD_KNN_Hankel,1227,37610918.518325515,0.10047198619812424,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_Spline_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,Spline,1227,36067043.039408624,0.09634775201506961,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_Spline_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,Spline,1227,46974530.53455389,0.12548548584984645,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_Spline_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,Spline,1227,57960177.69744599,0.15483201163569682,range,
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_Spline_imputed.csv,esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_longest.csv,Spline,1227,74923725.4307236,0.200147611489996,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_ARIMA_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,ARIMA,1102,12939814.342159923,0.03805877794987099,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_ARIMA_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,ARIMA,1102,18966475.29983966,0.05578448444785184,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_ARIMA_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,ARIMA,1102,25002915.02360963,0.0735389524007818,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_ARIMA_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,ARIMA,1102,28416316.735625166,0.08357850122089448,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_HoltWinters_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,HoltWinters,1102,13301598.931031309,0.039122864262815964,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_HoltWinters_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,HoltWinters,1102,20213984.087023586,0.059453676189440675,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_HoltWinters_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,HoltWinters,1102,25269979.087209128,0.07432444527001156,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_HoltWinters_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,HoltWinters,1102,29935935.187539514,0.08804802603018792,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_KNN_Sklearn_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,KNN_Sklearn,1102,12826730.598241197,0.0377261743293136,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_KNN_Sklearn_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,KNN_Sklearn,1102,18346538.695144627,0.053961117515591295,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_KNN_Sklearn_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,KNN_Sklearn,1102,23777216.91628734,0.06993391056118076,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_KNN_Sklearn_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,KNN_Sklearn,1102,26737192.7800093,0.07863983640799377,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_Kalman_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Kalman,1102,17309444.164906386,0.05091079937379525,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_Kalman_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Kalman,1102,29034335.279549204,0.08539622672376143,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_Kalman_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Kalman,1102,38036850.41748271,0.11187456061365651,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_Kalman_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Kalman,1102,44783986.23026327,0.13171933866890134,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_LOCF_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,LOCF,1102,15608061.860546267,0.045906667968408095,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_LOCF_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,LOCF,1102,24492860.516443588,0.07203877235822001,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_LOCF_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,LOCF,1102,31721437.425877817,0.09329957225960409,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_LOCF_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,LOCF,1102,35501380.46567414,0.1044171979851951,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_Linear_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Linear,1102,15877346.698554408,0.046698692612967885,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_Linear_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Linear,1102,23468029.93238856,0.06902452512070698,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_Linear_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Linear,1102,29585218.932064574,0.0870164940670869,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_Linear_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Linear,1102,32809572.27759243,0.09650001096806314,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_Mean_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Mean,1102,12826730.598241197,0.0377261743293136,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_Mean_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Mean,1102,18346538.695144627,0.053961117515591295,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_Mean_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Mean,1102,23777216.91628734,0.06993391056118076,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_Mean_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Mean,1102,26737192.7800093,0.07863983640799377,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_SVD_KNN_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,SVD_KNN,1102,13711413.068200847,0.04032821581074628,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_SVD_KNN_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,SVD_KNN,1102,19151568.926016353,0.056328884624880914,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_SVD_KNN_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,SVD_KNN,1102,25342368.466285422,0.07453735800827375,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_SVD_KNN_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,SVD_KNN,1102,27739420.84404781,0.08158760477126101,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_SVD_KNN_Hankel_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,SVD_KNN_Hankel,1102,13585134.668015147,0.03995680386730952,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_SVD_KNN_Hankel_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,SVD_KNN_Hankel,1102,19190410.230087437,0.05644312525676606,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_SVD_KNN_Hankel_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,SVD_KNN_Hankel,1102,25164630.95910901,0.07401459375987561,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_SVD_KNN_Hankel_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,SVD_KNN_Hankel,1102,27576562.936050367,0.08110860462535778,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_Spline_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Spline,1102,19866078.681296613,0.05843041154019591,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_Spline_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Spline,1102,32574174.197091874,0.09580765456798661,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_Spline_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Spline,1102,41075805.561634734,0.12081278151641439,range,
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_Spline_imputed.csv,esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_longest.csv,Spline,1102,93497773.17456691,0.2749970667248595,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_ARIMA_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,ARIMA,731,28538665.39021689,0.05008895916826664,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_ARIMA_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,ARIMA,731,42092501.54288686,0.07387765202904735,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_ARIMA_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,ARIMA,731,50570974.36006019,0.08875844175561369,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_ARIMA_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,ARIMA,731,64553127.62671201,0.11329888520248386,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_HoltWinters_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,HoltWinters,731,28249662.77083958,0.04958172310086194,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_HoltWinters_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,HoltWinters,731,41958621.82623059,0.07364267623149819,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_HoltWinters_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,HoltWinters,731,54369569.80616914,0.09542545612350135,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_HoltWinters_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,HoltWinters,731,68253377.95887348,0.11979329148483008,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_KNN_Sklearn_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,KNN_Sklearn,731,28396249.388115793,0.04983900111253376,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_KNN_Sklearn_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,KNN_Sklearn,731,39804689.93819031,0.0698622539546996,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_KNN_Sklearn_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,KNN_Sklearn,731,48550957.62308086,0.08521305746821607,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_KNN_Sklearn_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,KNN_Sklearn,731,58347318.19646606,0.10240690651646615,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_Kalman_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Kalman,731,46004877.81133587,0.08074436609859931,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_Kalman_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Kalman,731,79856112.74032906,0.14015755522183654,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_Kalman_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Kalman,731,95327869.09086762,0.16731244005990453,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_Kalman_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Kalman,731,112088542.29394174,0.19672953662775003,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_LOCF_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,LOCF,731,37129268.81711309,0.06516655226510713,range,
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_LOCF_imputed.csv,esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,LOCF,731,54618183.24597839,0.09586180408389185,range,
