dataset,missing_rate,pattern,median_rmse,median_mae,median_mape,median_r2,interpolation_rmse,interpolation_mae,interpolation_mape,interpolation_r2,knn_rmse,knn_mae,knn_mape,knn_r2,hybrid_svd_rmse,hybrid_svd_mae,hybrid_svd_mape,hybrid_svd_r2
1.csv_consecutive_missing_50%,0.5,consecutive,25143122.060719557,20450937.40602613,49.08449493809497,-0.06763600115452895,26670442.73194466,21176707.225582696,59.72978508801423,-0.2012827828539976,57858252.70503298,52492379.944795616,99.99999999999997,-4.653474407470725,24353553.781353954,19951532.692042008,51.719711647729596,-0.0016349992968469618
2.csv_random_missing_10%,0.1,random,34005897.29493917,22712485.98944193,36.653918568016294,-0.01619158514012664,21482528.748021156,15359328.396178987,23.2002308859242,0.5944560564931853,79205643.2508892,71662811.12217194,100.0,-4.512890512188593,21571934.079865947,15318555.862015003,24.262979219734234,0.5910734715511451
2.csv_random_missing_20%,0.2,random,33674574.16635281,22904858.461290322,38.861087284506354,-0.011535694765541171,22399357.248137563,15494166.73550094,23.346144775954862,0.552443261499664,78728072.79493669,71253522.94910394,100.0,-4.528868087455315,22668787.516518746,15681468.645673739,25.17544442500502,0.5416116505670239
2.csv_random_missing_30%,0.3,random,35149671.66741158,23068869.14450312,38.17514522969803,-0.015441666252474562,22131394.431681897,15327130.160692377,23.090299690005253,0.5974405823862499,79954260.78385894,71944231.52712435,100.0,-4.25406763545997,23206936.063937597,15825209.268082988,25.30018757776398,0.557362661452043
2.csv_random_missing_40%,0.4,random,34802612.450090475,23311580.76522377,38.363110906817624,-0.019452431871550324,22295804.71576837,15601007.932481308,23.636642023991573,0.5816020200270979,80009929.07186684,72204421.95231108,100.0,-4.388042916184483,23181167.142241348,16105504.729399191,25.785889300133718,0.5477132425955812
2.csv_random_missing_50%,0.5,random,35180460.47986656,23368319.773391813,37.68812034798364,-0.025869129100936528,22919536.17963428,15999827.064766198,24.045564988166248,0.5645878227088921,80451842.80931161,72567514.41549708,100.0,-4.364891145182276,24462205.59542355,16711404.843689473,26.41261478176547,0.5040017484622212
2.csv_consecutive_missing_10%,0.1,consecutive,24358517.43433001,19184894.91474245,36.91943821713062,-0.006542893042068121,29410826.528904393,23021276.035281327,41.190297617474194,-0.4673882681102861,69978368.14638683,65631482.875666074,100.0,-7.30726768353181,24394310.515967894,19438351.68790283,39.67474642279958,-0.00950315051886963
2.csv_consecutive_missing_20%,0.2,consecutive,25737982.750188176,19951341.36226964,36.6281558147326,-0.000633849083874205,38069032.983998254,30718000.451522097,52.516774824420466,-1.1891215151264691,72896323.5655613,68204470.94374394,100.0,-7.026707377013626,25044153.468616724,19826845.64121758,38.731865479155736,0.05258797675477045
2.csv_consecutive_missing_30%,0.3,consecutive,26158151.546543527,20637699.251001336,38.43886327182358,-2.3902545974952005e-05,32406031.15028231,25950069.8493118,44.25518948830822,-0.534786490648353,72781519.96151206,67918459.27636848,100.0,-6.7417388944799335,26010536.625245865,20926430.77893366,41.23218333520568,0.01123086301600873
2.csv_consecutive_missing_40%,0.4,consecutive,30392610.725325555,22718431.84265379,39.58656941645261,-0.008263870646711302,38422391.42038001,28723088.518991433,49.804252542546045,-0.6114134122841055,76620008.68489273,70388108.41331978,100.0,-5.408001192307288,28800350.45446143,22420705.62772856,41.83967230579327,0.0946140826473556
2.csv_consecutive_missing_50%,0.5,consecutive,31401394.671878394,23390475.389801938,41.629339112437016,-0.00771525908724735,42337141.29953759,34863746.44883487,62.588835020552416,-0.8318209442592281,77144830.89331174,70518272.19595449,100.0,-5.082100929344076,31073766.42707681,23718289.6134836,44.55338053838052,0.013203151345218989
3.csv_random_missing_10%,0.1,random,15660906.949164648,12003288.55505279,71.21867181149528,-0.04518453491837082,4838632.687649411,3530044.870286576,17.56465846692851,0.9002289674701445,29235537.85396525,24900917.92458522,99.99999999999993,-2.642347125657615,5067309.643411979,3791015.929212875,20.47987502639332,0.8905756329954516
3.csv_random_missing_20%,0.2,random,15930653.569236128,12314821.976344086,71.33349024163284,-0.058048688730095055,5261148.543996538,3888413.245120328,19.692852662975717,0.8846016513455628,29650810.86463336,25284551.390681002,99.99999999999993,-2.66531762715168,5410417.305230908,4047875.1654593805,22.522570293744998,0.8779606197944761
3.csv_random_missing_30%,0.3,random,15776154.08726105,12200463.653144503,71.73115465384709,-0.05956966541244846,5435216.4516597325,3975379.3904144666,20.49126467402332,0.8742346726257226,29496338.505479686,25201974.75324052,99.99999999999996,-2.703935837043381,5578181.91629514,4129638.2340188297,23.091458902188222,0.8675315104622932
3.csv_random_missing_40%,0.4,random,16062888.818625893,12341381.752384447,70.66159574274768,-0.06903651751863138,5747198.100000905,4179698.93181183,22.16563757319392,0.8631459771470409,29753125.432124592,25375072.91819516,99.99999999999993,-2.6678403193153564,6114008.94316985,4495290.911116986,25.159531402841566,0.8451192748765035
3.csv_random_missing_50%,0.5,random,16016336.066991169,12295939.756140351,70.74032155210269,-0.06504047590908124,6521189.0781779,4620874.0645836815,24.799269863736324,0.8234395804158563,29683864.99677744,25303642.201754387,99.99999999999994,-2.658311334927836,6609150.394369676,4837363.784342256,27.087947027663027,0.8186443725176688
3.csv_consecutive_missing_10%,0.1,consecutive,14635598.306999126,11248884.293960923,56.49853361660028,-0.08025682739087636,17089332.869239386,13210331.393797861,76.68123263882413,-0.4728423917461917,29124377.839714814,25493970.293072823,99.99999999999994,-3.2777891115079036,12013256.024228156,9749736.599637166,56.21265273113816,0.2721740717420913
3.csv_consecutive_missing_20%,0.2,consecutive,16141039.869038833,12552014.53443259,59.414638992189104,-0.1450927353582312,18196695.488984834,13435121.893939741,75.19400394922643,-0.45533406142400845,30799602.761098277,26853194.83414161,99.99999999999996,-3.1693453483924596,13209111.398780258,10739365.332691997,55.7798770403693,0.23312453292204982
3.csv_consecutive_missing_30%,0.3,consecutive,16228783.04744957,12812867.240987984,60.22925910885757,-0.171428956859915,17827557.07430182,13793047.160611508,75.30731910725068,-0.4136038434628819,30960950.564361185,27087812.44926569,99.99999999999997,-3.2635623474230453,13903005.440383045,11255897.517436516,57.50764728240533,0.14027128644038922
3.csv_consecutive_missing_40%,0.4,consecutive,16935380.310917865,13159620.321555668,59.07957130238126,-0.20107841762826184,17497666.509488773,13623055.494131535,65.99712779474602,-0.2821585282040604,31504770.049997423,27454675.582104728,99.99999999999996,-3.156560283879081,14421193.990051394,11580230.44526845,56.488861294483804,0.12906871109961038
3.csv_consecutive_missing_50%,0.5,consecutive,17886028.274381842,13784288.323640961,62.33175826442604,-0.22163549901602386,15681782.53895638,12301744.751080755,67.73189800446146,0.06091549949917785,32182346.649540693,27817857.115465656,99.99999999999994,-2.9550250205352566,15372940.697594846,12160595.070185727,58.25880714429152,0.09754049791251229
4.csv_random_missing_10%,0.1,random,208318.2753190535,88795.5701357466,108.31789826317733,-0.1891092605346003,81985.5710963358,34868.40447461036,98.54610437894567,0.8158202534169023,213449.23369752074,95213.48567119155,99.99999999988131,-0.24840706737381768,117720.8858126265,69895.18221183159,507.7254111545061,0.6202707413891912
4.csv_random_missing_20%,0.2,random,215350.1735449751,95851.97132616487,111.44056801719557,-0.21338070820114075,92525.90297153276,40886.90445127154,117.58050058805473,0.776007592418257,220665.8638554363,102338.59139784946,99.99999999988079,-0.2740220452716988,110495.85422546955,60719.86180022911,388.08797707232134,0.6805531566327749
4.csv_random_missing_30%,0.3,random,212079.597276998,94822.78708593376,108.13305631173067,-0.21633530529292266,95645.4635572537,43071.61435429669,125.66937072826528,0.7526087782401116,217379.00633172167,101368.35333653385,99.99999999988263,-0.277881936108203,108425.49622817486,60391.081522738474,359.02044386901395,0.6820796194841254
4.csv_random_missing_40%,0.4,random,216345.62497751336,95545.59831254586,105.4985833298816,-0.21128394388687322,104301.15522675347,46797.62113510115,144.94132817589355,0.7184678717056565,221491.05979055385,102064.28870139399,99.99999999988313,-0.26958601105527924,114825.72751644802,61934.533677509186,364.07752446565456,0.6587849820344612
4.csv_random_missing_50%,0.5,random,213811.60674155888,93934.6619883041,103.02147648658979,-0.20842062740684453,114169.24508015517,51816.05615613107,172.89633105841983,0.6554487463534873,218907.90564849533,100448.82807017544,99.99999999988422,-0.26671369994604155,120047.88896997742,66890.05611045947,404.43288259799147,0.6190529362060634
4.csv_consecutive_missing_10%,0.1,consecutive,239577.89433492313,108099.70692717584,98.6916604471718,-0.22708193195139081,290354.2183188781,186048.25832330526,1036.0137399028324,-0.8023384765266028,244979.7354021055,115062.6376554174,99.99999999989187,-0.28304059280242355,208299.60779561597,137704.4533599078,884.458587846744,0.0724080334322621
4.csv_consecutive_missing_20%,0.2,consecutive,244995.0173253767,109529.24296799224,117.7043703804518,-0.2228566438255002,256922.16115008914,160171.71353020778,1086.7952809098324,-0.34482005428098383,250240.25750931218,116345.59941804074,99.99999999987712,-0.2757788566180339,217442.69960264608,137266.81159951762,964.7503869305062,0.03672407460545535
4.csv_consecutive_missing_30%,0.3,consecutive,238727.14650948843,109233.47463284379,113.62723894397904,-0.23653745572898832,275186.3491979088,172720.0166846937,949.99992082951,-0.6430751800447172,244048.88067201828,116064.45060080106,99.99999999988043,-0.29228202126605685,211489.66641098255,135576.87761928941,913.1623072482595,0.029530331190348202
4.csv_consecutive_missing_40%,0.4,consecutive,232041.6969429738,105817.77122521607,114.9514831073197,-0.23335183749834099,258304.22750623795,159778.63358885696,763.3698334965603,-0.5283328488623715,237305.50275499988,112506.8312150483,99.9999999998782,-0.28994305140021503,205855.98916056074,132254.38179190867,921.4147960247521,0.029306920855116325
4.csv_consecutive_missing_50%,0.5,consecutive,231587.99596188738,106433.0179098188,122.90776858100094,-0.23792494795464392,275637.40461012896,162464.7409208249,2793.978951154179,-0.7536322758076643,236830.20288816214,112976.21238938053,99.9999999998703,-0.2946023775216382,206374.61236722066,131893.1160470117,963.2238161753255,0.0169519019796589
5.csv_random_missing_10%,0.1,random,954375.0789098161,379603.8431372549,80.5631502208507,-0.16259190161838832,597243.7515659361,160545.51483157364,108.6531128968831,0.5447055645840365,976251.5664123408,411846.862745098,99.99999999997767,-0.21650136406617726,703577.0341227134,424881.314168125,637.186013198335,0.3681522799774132
5.csv_random_missing_20%,0.2,random,991284.8184012655,412118.0071684588,86.71247721559885,-0.18334270672829245,555639.7376218424,176329.42465949818,101.99046023244472,0.6282078433601346,1014052.7609797583,444864.98494623654,99.99999999997716,-0.2383252605920292,682833.5366209246,382473.0910291295,538.5435534074819,0.43850833447125115
5.csv_random_missing_30%,0.3,random,1042802.8953266705,417711.51032165147,84.18205147953438,-0.16952503566517851,560314.3921900865,189239.2744119059,109.67133189597378,0.6623485476052857,1064546.9462026397,451052.8319731157,99.99999999997755,-0.21880633625887724,707058.7964475541,370586.9661982737,492.06331814239877,0.4623296030665107
5.csv_random_missing_40%,0.4,random,1006895.4098332289,408207.2413793103,83.34717624602244,-0.17406965488359782,587748.4128299283,201215.7360514272,139.0955083508572,0.5999557142019187,1028808.9541360671,441500.8231841526,99.99999999997755,-0.22572942569807042,674604.9589513481,368289.6381548273,492.12388706784134,0.47298351516279913
5.csv_random_missing_50%,0.5,random,1062079.255202259,408112.7625730994,84.59375597325098,-0.15316773809397755,756848.1147333712,237981.12133667505,179.10118877226577,0.41440670113529254,1082934.6080120886,441091.2970760234,99.99999999997718,-0.19890037845319397,768739.8487286111,370871.6283403903,493.7912667946967,0.3958602392687107
5.csv_consecutive_missing_10%,0.1,consecutive,968545.9843292795,445824.67140319716,70.63460661307616,-0.24150058876835656,1417992.9722881226,923290.7810143842,1051.4892243566244,-1.6610595721755628,993744.3955817764,481586.0479573712,99.99999999998089,-0.30694052605851896,848689.6249942312,599535.2806177145,739.8876481449046,0.04675567968912997
5.csv_consecutive_missing_20%,0.2,consecutive,981962.4209156202,447820.2618816683,80.2310912035577,-0.23516087916967554,1105425.800820964,702346.5790823639,1001.7894194252199,-0.5652834227168055,1006756.2681236796,482587.2861299709,99.99999999997885,-0.2983221802615157,876598.1572940797,608839.5715256145,817.7083959644635,0.015683197068626198
5.csv_consecutive_missing_30%,0.3,consecutive,969075.7816843849,451597.30040053406,75.93820616933232,-0.251049934403633,977387.8258434163,622556.4077948849,716.2171112547812,-0.2726032105948357,994085.2395490461,487390.68357810413,99.99999999997993,-0.3164562015900989,861713.2713141788,598040.0845672288,758.4857114683393,0.010798588718027746
5.csv_consecutive_missing_40%,0.4,consecutive,944420.8408144758,438142.26487036096,74.05955584760274,-0.24991349963752696,1163815.9245762012,744875.8674868366,864.7592216774992,-0.898092726615505,968784.0196633018,474287.3772241993,99.9999999999803,-0.3152332119198922,838645.8959866348,583967.3498516193,744.6893366498923,0.014387764293129712
5.csv_consecutive_missing_50%,0.5,consecutive,967903.5825406007,451922.92520016857,79.03171077809976,-0.25574792671944624,1086896.2126886998,710153.5665649166,1323.3701642477886,-0.5834867219756077,991766.5248956576,487402.8183733671,99.99999999997927,-0.3184302716959957,862554.5978833594,588331.1570567781,762.9390510139618,0.0027329634332110553
