timestamp,Data,Intervalo,Vazao,Hora_inicio
2023-08-06 12:00:00,2023-08-06,12:00:00 a 17:59:59,889717689.0,12:00:00
2023-08-06 18:00:00,2023-08-06,18:00:00 a 23:59:59,903610684.5,18:00:00
2023-08-07 00:00:00,2023-08-07,00:00:00 a 05:59:59,892862450.5,00:00:00
2023-08-07 06:00:00,2023-08-07,06:00:00 a 11:59:59,878447947.0,06:00:00
2023-08-07 12:00:00,2023-08-07,12:00:00 a 17:59:59,850045289.67,12:00:00
2023-08-07 18:00:00,2023-08-07,18:00:00 a 23:59:59,887623223.0,18:00:00
2023-08-08 00:00:00,2023-08-08,00:00:00 a 05:59:59,908417206.67,00:00:00
2023-08-08 06:00:00,2023-08-08,06:00:00 a 11:59:59,901251604.0,06:00:00
2023-08-08 12:00:00,2023-08-08,12:00:00 a 17:59:59,894434612.0,12:00:00
2023-08-08 18:00:00,2023-08-08,18:00:00 a 23:59:59,879495841.5,18:00:00
2023-08-09 00:00:00,2023-08-09,00:00:00 a 05:59:59,885001600.0,00:00:00
2023-08-09 06:00:00,2023-08-09,06:00:00 a 11:59:59,859571965.0,06:00:00
2023-08-09 12:00:00,2023-08-09,12:00:00 a 17:59:59,908418156.33,12:00:00
2023-08-09 18:00:00,2023-08-09,18:00:00 a 23:59:59,920912810.5,18:00:00
2023-08-10 00:00:00,2023-08-10,00:00:00 a 05:59:59,857207088.0,00:00:00
2023-08-10 06:00:00,2023-08-10,06:00:00 a 11:59:59,926679711.0,06:00:00
2023-08-10 12:00:00,2023-08-10,12:00:00 a 17:59:59,886573039.0,12:00:00
2023-08-10 18:00:00,2023-08-10,18:00:00 a 23:59:59,892863368.0,18:00:00
2023-08-11 00:00:00,2023-08-11,00:00:00 a 05:59:59,903348362.5,00:00:00
2023-08-11 06:00:00,2023-08-11,06:00:00 a 11:59:59,902036920.0,06:00:00
2023-08-11 12:00:00,2023-08-11,12:00:00 a 17:59:59,925896959.0,12:00:00
2023-08-11 18:00:00,2023-08-11,18:00:00 a 23:59:59,857387376.33,18:00:00
2023-08-12 00:00:00,2023-08-12,00:00:00 a 05:59:59,909117119.0,00:00:00
2023-08-12 06:00:00,2023-08-12,06:00:00 a 11:59:59,852492784.0,06:00:00
2023-08-12 12:00:00,2023-08-12,12:00:00 a 17:59:59,910163148.0,12:00:00
2023-08-12 18:00:00,2023-08-12,18:00:00 a 23:59:59,926419628.0,18:00:00
2023-08-13 00:00:00,2023-08-13,00:00:00 a 05:59:59,863327640.33,00:00:00
2023-08-13 06:00:00,2023-08-13,06:00:00 a 11:59:59,878007292.0,06:00:00
2023-08-13 12:00:00,2023-08-13,12:00:00 a 17:59:59,891691980.2014464,12:00:00
2023-08-13 18:00:00,2023-08-13,18:00:00 a 23:59:59,924317802.0,18:00:00
2023-08-14 00:00:00,2023-08-14,00:00:00 a 05:59:59,911563317.67,00:00:00
2023-08-14 06:00:00,2023-08-14,06:00:00 a 11:59:59,860357984.67,06:00:00
2023-08-14 12:00:00,2023-08-14,12:00:00 a 17:59:59,875469475.739527,12:00:00
2023-08-14 18:00:00,2023-08-14,18:00:00 a 23:59:59,901602887.33,18:00:00
2023-08-15 00:00:00,2023-08-15,00:00:00 a 05:59:59,903611019.5,00:00:00
2023-08-15 06:00:00,2023-08-15,06:00:00 a 11:59:59,898629877.0,06:00:00
2023-08-15 12:00:00,2023-08-15,12:00:00 a 17:59:59,879751964.0,12:00:00
