dataset,missing_rate,method,rmse,mae,n_points,imputed_csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.3,SVD_KNN_Hankel,96685837.34259485,67372602.86525661,219,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_SVD_KNN_Hankel_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.3,Kalman,174163248.34431177,115960227.96312755,219,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_Kalman_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.3,ARIMA,92392762.47840467,72136229.13651133,219,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_ARIMA_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.3,HoltWinters,99332765.73610494,74305171.40113927,219,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_HoltWinters_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.3,Linear,111625645.03527416,84124542.80776256,219,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_Linear_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.3,KNN_Sklearn,88702208.18428901,69111686.55775543,219,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_KNN_Sklearn_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.3,Spline,172842549.78338575,123668939.386635,219,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_Spline_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.3,Mean,88702208.18428901,69111686.55775543,219,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_Mean_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.3,LOCF,115420787.44934502,84164137.84474885,219,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_LOCF_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.4,SVD_KNN,97290273.98031208,68551201.6495033,292,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_SVD_KNN_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.4,SVD_KNN_Hankel,99493768.6226043,67938132.42593089,292,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_SVD_KNN_Hankel_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.4,Kalman,177348893.81601888,128784933.62088633,292,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_Kalman_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.4,ARIMA,102137341.98576011,77661238.95536777,292,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_ARIMA_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.4,HoltWinters,107991957.36232804,81189564.29908217,292,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_HoltWinters_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.4,Linear,115976243.02052341,86235199.82959883,292,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_Linear_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.4,KNN_Sklearn,92318377.3069178,68884350.07370424,292,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_KNN_Sklearn_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.4,Spline,164159908.8068341,119572325.06973645,292,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_Spline_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.4,Mean,92318377.3069178,68884350.07370424,292,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_Mean_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.4,LOCF,124457485.01584148,91495615.07876712,292,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_LOCF_imputed.csv
